"totalrent";"livingspace";"balcony";"yearconstructed";"haskitchen";"floor";"interiorqual"
757;56;"ja";2000;"ja";2;3
633;50;"nein";1965;"nein";4;2
1780;108;"ja";2010;"nein";0;3
536;35;"nein";1903;"nein";0;2
1668;90;"ja";1972;"nein";6;3
1164;65;"nein";1959;"ja";1;2
824;63;"ja";1971;"nein";10;3
1660;122;"nein";1972;"nein";0;2
891;77;"ja";1929;"nein";2;2
712;55;"nein";1921;"nein";1;3
1276;81;"ja";1958;"ja";2;3
786;81;"ja";1954;"nein";3;2
1048;83;"ja";1910;"ja";3;3
707;61;"nein";1935;"ja";2;2
1365;80;"nein";2013;"nein";2;4
682;53;"nein";1968;"nein";2;2
1945;118;"ja";2019;"nein";1;3
1020;76;"ja";1989;"ja";2;3
1563;108;"nein";1904;"ja";1;2
609;51;"nein";1909;"nein";2;3
2441;154;"ja";1972;"nein";11;2
1495;99;"ja";1972;"ja";3;3
1324;67;"ja";2017;"ja";0;4
1218;84;"ja";1972;"nein";5;3
994;59;"nein";1972;"nein";2;3
1543;96;"ja";1958;"nein";2;3
1210;79;"ja";2002;"ja";0;3
959;60;"nein";1972;"nein";5;3
771;81;"nein";1903;"nein";2;2
880;65;"ja";1960;"nein";4;3
1793;160;"ja";1972;"ja";3;3
1062;69;"ja";1972;"ja";3;3
2762;119;"ja";1972;"nein";5;3
836;71;"ja";1969;"nein";6;2
738;58;"ja";1972;"nein";0;2
1296;94;"ja";1936;"nein";3;3
1182;94;"ja";1992;"nein";1;3
801;70;"ja";1980;"nein";1;1
1032;97;"ja";1949;"ja";3;2
1036;65;"ja";2013;"nein";2;3
914;68;"nein";1972;"ja";1;3
638;63;"nein";1960;"nein";1;3
763;29;"nein";1959;"nein";4;3
1089;81;"ja";2003;"nein";5;2
915;74;"ja";1961;"nein";1;2
821;76;"ja";1956;"nein";3;2
1555;109;"ja";1952;"nein";1;2
1609;111;"ja";1930;"ja";0;3
853;46;"nein";1890;"ja";0;3
621;55;"nein";1909;"nein";2;3
1568;96;"ja";1910;"nein";2;3
1003;106;"ja";1958;"nein";1;2
1357;84;"ja";2020;"nein";5;3
1208;64;"ja";2015;"nein";0;3
1652;92;"ja";1972;"nein";6;3
638;43;"ja";1970;"nein";3;3
1256;83;"ja";2019;"nein";1;3
851;80;"ja";1962;"nein";1;2
1321;111;"ja";1936;"nein";1;2
530;50;"nein";1986;"nein";2;2
725;60;"ja";1954;"ja";2;3
920;32;"ja";1972;"ja";4;3
1233;87;"ja";1972;"nein";1;3
949;79;"ja";1962;"nein";1;2
1204;83;"ja";2013;"nein";1;3
1121;63;"ja";2020;"nein";1;3
1644;113;"ja";2010;"nein";0;3
1513;128;"ja";1980;"ja";0;2
740;62;"ja";1972;"nein";4;2
1039;69;"ja";1989;"ja";2;3
707;48;"ja";2018;"nein";2;3
1974;102;"ja";1996;"ja";2;4
986;65;"nein";1903;"nein";1;3
1352;95;"nein";2016;"nein";3;3
826;30;"ja";1972;"ja";4;3
3030;150;"ja";2014;"ja";0;4
680;53;"ja";1964;"nein";0;2
1664;85;"ja";1955;"nein";3;4
885;71;"ja";1969;"nein";6;2
1515;92;"ja";1972;"nein";6;3
1118;79;"ja";1972;"nein";2;3
754;65;"ja";1935;"nein";4;2
736;65;"nein";1938;"nein";4;2
1515;85;"ja";1936;"nein";3;3
1474;125;"nein";1990;"nein";1;2
866;61;"ja";1994;"nein";2;3
783;63;"ja";1915;"nein";2;2
817;77;"ja";1972;"nein";4;3
879;68;"ja";1969;"nein";6;2
963;81;"nein";2005;"ja";5;3
848;61;"ja";1960;"nein";4;3
1505;127;"ja";1995;"ja";3;3
1064;81;"ja";1969;"nein";1;2
486;25;"nein";1972;"ja";0;2
809;49;"ja";2012;"ja";4;3
1902;122;"ja";2009;"nein";1;3
1092;104;"ja";1949;"ja";3;2
1102;61;"ja";1960;"ja";4;4
638;66;"ja";1956;"nein";4;2
791;59;"ja";1907;"nein";2;2
2826;151;"ja";2014;"ja";0;4
1138;72;"ja";1911;"ja";0;2
831;56;"nein";1920;"ja";4;2
505;31;"nein";1961;"ja";1;2
1867;67;"ja";2017;"ja";2;3
2648;130;"ja";2005;"nein";0;3
760;26;"nein";2020;"ja";0;3
674;52;"nein";1960;"nein";2;2
1278;108;"ja";1972;"ja";3;3
1443;96;"ja";2016;"ja";3;3
1056;89;"nein";2005;"ja";5;3
572;46;"ja";1972;"ja";3;2
1202;83;"nein";1972;"ja";2;3
1934;142;"ja";1958;"ja";1;3
549;27;"nein";1960;"nein";1;3
895;59;"ja";1996;"ja";1;3
733;59;"ja";1976;"ja";3;3
989;48;"ja";1900;"ja";0;4
873;74;"ja";1956;"nein";3;2
665;59;"ja";1956;"nein";4;2
1117;81;"nein";1972;"nein";2;2
907;65;"ja";1969;"nein";6;2
826;62;"ja";1972;"nein";4;2
354;24;"nein";1993;"ja";3;2
695;81;"nein";1972;"ja";1;2
1087;93;"ja";1929;"ja";4;3
566;34;"ja";1972;"ja";3;2
1462;97;"ja";2016;"ja";3;3
1080;73;"ja";1911;"ja";0;2
1338;122;"ja";1956;"nein";2;3
1292;80;"ja";1972;"nein";2;3
761;25;"nein";2020;"ja";0;3
722;56;"nein";1954;"ja";2;2
669;57;"ja";1972;"nein";4;2
650;76;"ja";1954;"nein";3;2
1065;57;"ja";1985;"ja";2;3
910;60;"nein";1972;"nein";5;3
862;64;"nein";1972;"nein";5;2
774;38;"nein";1959;"ja";2;2
2027;135;"ja";2019;"nein";1;3
1140;93;"ja";1972;"nein";3;2
497;39;"nein";1963;"nein";0;2
603;56;"nein";1914;"ja";3;2
1168;77;"ja";1989;"ja";2;3
939;66;"ja";1994;"nein";2;3
1195;35;"ja";2020;"ja";0;3
725;22;"ja";2018;"ja";2;3
844;88;"ja";1925;"nein";2;2
703;57;"ja";1972;"nein";0;2
1473;104;"ja";1957;"ja";3;2
934;64;"ja";1994;"nein";2;3
1028;73;"ja";1954;"nein";3;2
1757;97;"ja";1972;"nein";6;3
1281;81;"ja";2003;"nein";1;3
2051;98;"ja";2012;"nein";0;3
428;23;"nein";1907;"ja";2;3
645;43;"nein";1960;"nein";5;3
898;82;"ja";1997;"nein";1;2
580;40;"nein";1972;"nein";4;2
1531;110;"ja";2016;"nein";4;3
787;78;"ja";1965;"nein";1;2
2239;113;"ja";2016;"ja";5;3
584;25;"ja";1972;"ja";1;2
701;86;"nein";1972;"nein";0;2
2034;159;"ja";1972;"ja";3;3
1669;129;"ja";2014;"ja";2;3
1989;142;"ja";1992;"ja";2;3
1062;80;"ja";1969;"nein";1;2
2711;136;"ja";2008;"ja";2;3
1523;98;"ja";1960;"nein";3;3
1395;106;"nein";1924;"nein";0;3
1318;97;"ja";1929;"nein";5;3
1560;61;"ja";1972;"ja";0;2
723;65;"ja";1972;"nein";4;2
1389;95;"ja";1957;"ja";4;2
1323;90;"ja";1929;"nein";5;3
480;37;"nein";1938;"ja";3;2
1424;127;"nein";1990;"nein";1;2
636;46;"ja";1954;"nein";2;2
1715;134;"ja";1980;"ja";0;2
660;36;"ja";1959;"ja";4;2
833;52;"ja";2000;"ja";2;3
1112;99;"ja";1971;"nein";1;3
756;55;"nein";1954;"ja";2;2
932;74;"ja";1956;"nein";3;2
610;59;"nein";1968;"nein";2;2
836;67;"ja";1972;"nein";4;2
619;52;"nein";1965;"nein";4;2
976;74;"ja";1954;"nein";3;2
840;72;"ja";1969;"nein";6;2
2520;123;"ja";1972;"nein";5;3
979;52;"nein";1930;"ja";3;3
1597;78;"ja";1936;"ja";2;3
1496;93;"ja";2005;"nein";3;3
685;52;"ja";2000;"ja";2;3
1161;78;"ja";2000;"ja";3;3
950;69;"ja";1994;"nein";2;3
1530;99;"ja";1965;"nein";2;3
723;59;"ja";1972;"nein";4;2
1517;106;"ja";1965;"ja";1;3
945;83;"ja";1981;"nein";0;2
974;41;"nein";2018;"ja";1;3
1392;113;"ja";1904;"nein";4;3
894;72;"ja";1972;"nein";4;3
1035;61;"ja";2020;"nein";0;3
422;40;"ja";1958;"nein";3;2
834;48;"ja";2012;"ja";4;3
1400;98;"ja";1936;"nein";1;2
1019;75;"ja";1972;"nein";3;3
1798;104;"ja";1960;"nein";2;3
1551;132;"ja";1959;"ja";0;2
979;72;"ja";1911;"ja";0;2
844;27;"nein";2020;"ja";0;3
1495;91;"ja";1955;"nein";3;4
727;66;"nein";1972;"nein";1;2
805;65;"ja";1972;"nein";3;2
748;63;"nein";1951;"nein";0;3
1959;97;"ja";2019;"nein";2;3
924;82;"nein";1972;"nein";2;2
678;48;"ja";1972;"ja";2;3
1077;66;"ja";1975;"ja";4;3
1039;60;"ja";2020;"nein";1;3
1100;88;"ja";1967;"nein";1;2
1107;67;"ja";2020;"nein";0;3
1513;102;"nein";2016;"nein";3;3
1406;91;"nein";2018;"nein";2;3
1510;108;"ja";1936;"nein";1;2
1725;60;"ja";2017;"ja";2;3
899;78;"ja";1972;"nein";3;3
1512;87;"ja";1955;"nein";3;4
640;87;"nein";1972;"nein";0;2
602;24;"nein";1963;"ja";5;3
2069;152;"ja";1992;"ja";2;3
606;56;"ja";1972;"ja";1;2
1688;114;"nein";1904;"ja";1;2
989;102;"ja";1981;"nein";4;2
1413;82;"ja";2011;"ja";1;3
849;64;"ja";1972;"nein";4;2
1182;67;"ja";2019;"nein";5;3
954;55;"ja";2019;"nein";1;4
1439;122;"ja";1956;"nein";2;3
583;27;"ja";1972;"ja";1;2
816;68;"nein";1954;"nein";4;2
1568;101;"ja";1907;"ja";1;3
1383;75;"ja";2017;"ja";0;4
1563;91;"ja";2018;"nein";4;3
885;93;"ja";1981;"nein";0;2
771;74;"ja";1976;"nein";4;3
1532;104;"ja";1958;"nein";2;3
2157;97;"ja";2019;"ja";4;4
2624;151;"ja";1972;"nein";11;2
932;46;"nein";2018;"ja";1;3
1726;94;"ja";1972;"nein";6;3
1206;96;"ja";1965;"nein";2;3
1279;79;"ja";1958;"ja";2;3
978;82;"ja";1969;"nein";3;2
1141;97;"nein";1996;"nein";4;2
819;80;"ja";1962;"nein";1;2
1454;79;"ja";2020;"nein";5;3
1813;112;"ja";2019;"nein";2;3
797;52;"nein";1920;"ja";4;2
1517;95;"ja";1955;"nein";3;4
491;34;"ja";1972;"ja";3;2
497;32;"nein";1903;"nein";0;2
920;79;"ja";2018;"nein";6;3
586;49;"ja";1954;"nein";2;2
2311;116;"ja";2015;"ja";0;3
958;82;"ja";1957;"nein";1;3
1435;100;"ja";2016;"ja";3;3
1577;127;"nein";1972;"nein";0;2
2373;98;"ja";2019;"ja";4;4
955;57;"ja";2018;"ja";6;3
1196;119;"nein";1972;"nein";4;2
1430;76;"ja";2011;"ja";1;3
752;65;"ja";1954;"nein";3;1
666;60;"ja";1956;"nein";4;2
1116;86;"ja";2005;"nein";1;3
1117;89;"ja";1967;"nein";1;2
1258;80;"ja";2014;"ja";0;4
735;79;"ja";1954;"nein";3;2
1238;62;"ja";1953;"ja";4;2
2025;136;"ja";2019;"nein";1;3
1330;111;"ja";1936;"nein";1;2
1697;111;"ja";1905;"ja";1;3
739;56;"nein";1965;"nein";4;2
1473;97;"ja";2016;"ja";3;3
1500;108;"ja";1907;"ja";1;3
1076;80;"ja";2003;"nein";5;2
689;49;"nein";1919;"ja";3;2
1859;90;"ja";1972;"nein";6;3
767;31;"nein";1959;"nein";4;3
1710;105;"ja";2009;"nein";0;3
1138;86;"ja";1997;"nein";4;2
853;69;"ja";1954;"nein";5;3
1061;86;"ja";1910;"ja";3;3
757;58;"nein";1921;"nein";1;3
531;49;"nein";1986;"nein";2;2
757;30;"nein";1959;"nein";4;3
1898;140;"ja";1972;"ja";3;3
1825;120;"ja";2018;"ja";5;3
889;63;"nein";1972;"nein";5;2
1069;81;"ja";1979;"nein";2;3
1803;116;"ja";2009;"nein";1;3
582;32;"nein";1972;"ja";4;2
1182;66;"nein";1955;"nein";1;3
1233;100;"ja";1992;"nein";1;3
1458;111;"ja";1907;"ja";1;3
527;33;"nein";1957;"nein";1;3
926;80;"ja";1902;"ja";0;2
1865;105;"ja";1996;"ja";2;4
1108;73;"nein";1972;"ja";2;3
1222;89;"ja";1988;"nein";5;3
1401;98;"ja";1965;"nein";2;3
946;72;"ja";1950;"ja";4;3
599;46;"ja";1954;"nein";2;2
2074;127;"ja";1900;"ja";0;3
818;82;"ja";1969;"nein";0;2
754;50;"nein";1920;"ja";4;2
604;32;"nein";1963;"ja";6;3
1406;99;"ja";1972;"nein";1;3
2063;162;"ja";1972;"ja";3;3
828;69;"nein";1954;"nein";4;2
702;69;"ja";1967;"nein";3;2
803;71;"nein";1954;"nein";4;2
547;39;"nein";1972;"nein";4;2
1299;99;"nein";2016;"nein";3;3
2707;143;"ja";2014;"ja";0;4
1056;67;"nein";1972;"ja";1;3
1073;75;"ja";1981;"nein";1;2
589;33;"ja";1972;"ja";3;2
1523;97;"ja";2016;"ja";3;3
540;25;"nein";1960;"nein";1;3
1126;79;"ja";1979;"nein";2;3
550;57;"nein";1914;"ja";3;2
951;74;"ja";1912;"ja";4;3
1563;95;"ja";2018;"nein";4;3
1214;97;"ja";1971;"nein";1;3
1533;109;"ja";2016;"nein";4;3
1031;81;"ja";2018;"nein";6;3
1871;106;"ja";1996;"ja";2;4
842;77;"ja";1969;"nein";6;2
3275;283;"ja";1951;"nein";2;3
620;26;"nein";1963;"ja";5;3
1735;109;"ja";2019;"ja";0;3
578;46;"ja";1972;"ja";3;2
1055;74;"ja";1995;"ja";3;3
1198;90;"ja";1988;"nein";5;3
640;89;"nein";1972;"nein";0;2
1447;101;"ja";1960;"nein";3;3
1677;112;"ja";2014;"ja";2;3
2373;151;"ja";1972;"nein";11;2
1294;75;"ja";2015;"nein";0;3
1102;84;"ja";2013;"nein";1;3
553;33;"nein";1957;"nein";1;3
870;82;"ja";1912;"ja";4;3
838;86;"ja";1981;"nein";0;2
712;53;"nein";1954;"ja";2;2
1112;58;"ja";2018;"ja";6;3
788;47;"ja";1972;"ja";2;3
1607;110;"ja";2018;"ja";5;3
767;49;"nein";1919;"ja";3;2
1533;121;"ja";1907;"ja";3;3
610;49;"nein";1965;"nein";4;2
819;55;"ja";2000;"ja";2;3
656;53;"nein";1968;"nein";2;2
1098;107;"ja";1958;"nein";1;2
1704;106;"ja";1960;"nein";2;3
657;73;"ja";1967;"nein";3;2
584;33;"nein";1957;"nein";1;3
728;67;"ja";1970;"nein";0;3
1149;91;"ja";2019;"nein";1;3
1035;80;"ja";1963;"nein";1;3
1551;92;"ja";1965;"nein";2;3
1359;80;"ja";2011;"ja";1;3
2291;124;"ja";2015;"ja";0;3
1032;111;"ja";1949;"ja";3;2
1199;68;"ja";2016;"ja";1;4
2258;116;"ja";2016;"ja";5;3
1164;76;"ja";1955;"nein";1;3
1147;86;"ja";1972;"nein";2;3
1116;82;"nein";2005;"ja";5;3
700;44;"ja";1954;"nein";0;2
618;53;"ja";1969;"nein";0;2
1474;108;"ja";1972;"nein";3;3
1408;102;"ja";1972;"nein";3;2
857;61;"ja";1907;"nein";2;2
617;36;"ja";1972;"nein";6;3
824;69;"ja";1955;"ja";4;2
1303;67;"ja";2019;"nein";5;3
897;73;"ja";1972;"nein";3;3
1002;66;"ja";2013;"nein";2;3
1471;105;"ja";1972;"ja";3;3
546;22;"nein";1957;"ja";5;3
1209;96;"ja";1992;"nein";1;3
907;60;"nein";1972;"nein";5;3
1727;112;"ja";2017;"ja";1;4
1388;90;"ja";2005;"ja";3;3
1461;92;"ja";1958;"nein";2;3
1738;100;"ja";1958;"nein";2;3
525;24;"nein";1960;"nein";1;3
1029;58;"nein";1972;"nein";2;3
749;55;"ja";1954;"ja";2;3
1080;90;"ja";1992;"nein";1;3
799;62;"ja";1970;"nein";0;3
1192;38;"ja";2020;"ja";0;3
883;74;"ja";1959;"nein";1;3
524;22;"nein";1963;"ja";5;3
484;41;"nein";1963;"nein";0;2
846;54;"nein";1920;"ja";4;2
1567;122;"ja";2019;"nein";1;3
1191;88;"ja";2013;"nein";1;3
1323;86;"ja";2002;"ja";0;3
1221;60;"ja";2016;"ja";1;4
1049;63;"ja";2017;"ja";4;3
542;45;"nein";1972;"ja";1;2
481;25;"nein";1960;"nein";1;3
868;74;"nein";1953;"nein";6;2
697;64;"ja";1954;"nein";3;1
1463;104;"ja";1957;"ja";3;2
890;77;"ja";1972;"nein";3;3
1485;94;"ja";1960;"nein";3;3
819;70;"ja";1969;"nein";6;2
1038;82;"ja";2018;"nein";6;3
1526;91;"ja";1972;"nein";6;3
1332;83;"ja";2002;"ja";0;3
1342;77;"ja";2014;"ja";0;4
581;44;"nein";1960;"nein";5;3
1218;91;"ja";1985;"ja";1;2
1481;105;"ja";1957;"ja";3;2
1139;86;"ja";1997;"nein";4;2
968;77;"ja";1995;"ja";3;3
570;34;"nein";1963;"ja";6;3
1023;69;"ja";1989;"ja";2;3
1392;107;"ja";2018;"nein";1;3
797;77;"ja";1912;"ja";4;3
1057;101;"nein";1996;"nein";4;2
1250;72;"ja";2015;"nein";0;3
1016;73;"ja";1959;"nein";1;3
1309;75;"ja";1955;"nein";1;3
1566;93;"ja";1958;"nein";2;3
543;34;"nein";1972;"ja";4;2
1164;76;"ja";1958;"ja";2;3
608;46;"nein";1960;"nein";5;3
1696;96;"ja";1960;"nein";2;3
1116;103;"nein";1996;"nein";4;2
733;72;"ja";1967;"nein";3;2
1520;94;"ja";1965;"nein";2;3
1382;105;"ja";1936;"nein";1;2
536;26;"ja";1972;"ja";1;2
1403;95;"ja";1960;"nein";3;3
1234;90;"ja";1965;"nein";2;3
1843;87;"ja";1972;"nein";6;3
1050;59;"ja";1960;"ja";4;4
1603;108;"ja";1905;"ja";1;3
1146;88;"ja";1985;"ja";1;2
1038;44;"nein";2018;"ja";1;3
832;88;"nein";1903;"nein";2;2
1122;60;"ja";1972;"ja";0;3
1228;89;"ja";1985;"ja";1;2
561;36;"nein";1963;"ja";6;3
990;81;"ja";1969;"nein";3;2
1350;106;"ja";1957;"ja";3;2
306;20;"nein";1950;"nein";0;1
1389;95;"ja";2016;"ja";3;3
2094;140;"ja";2019;"nein";1;3
858;83;"ja";1962;"nein";1;2
1044;71;"ja";1966;"nein";0;2
796;84;"nein";1903;"nein";2;2
1596;98;"ja";1956;"nein";3;3
2775;195;"ja";1989;"nein";1;4
1237;127;"nein";1972;"nein";4;2
631;57;"nein";1968;"nein";2;2
1107;76;"ja";1954;"nein";5;2
2306;154;"ja";1992;"ja";2;3
751;79;"ja";1981;"nein";0;2
1259;67;"ja";1953;"ja";4;2
748;67;"ja";1955;"ja";4;2
544;47;"nein";1983;"nein";1;2
640;40;"ja";1956;"nein";4;2
1148;73;"ja";1911;"ja";0;2
806;27;"nein";2020;"ja";0;3
1124;80;"ja";2005;"nein";1;3
1270;116;"ja";1972;"ja";3;3
781;51;"nein";1950;"nein";4;2
1450;140;"ja";1995;"ja";3;3
1080;112;"ja";1949;"ja";3;2
1003;72;"nein";1936;"ja";3;2
583;36;"ja";1959;"ja";4;2
1006;70;"ja";1968;"ja";3;4
1244;75;"ja";2003;"nein";1;3
1293;89;"ja";1972;"nein";2;3
1575;99;"ja";1958;"nein";2;3
1140;100;"ja";1914;"ja";3;3
801;53;"nein";1954;"ja";2;2
758;64;"ja";1935;"nein";4;2
615;54;"ja";1972;"nein";0;2
877;69;"ja";1956;"nein";3;2
1806;153;"ja";1972;"nein";1;2
933;74;"ja";1997;"nein";1;2
446;28;"nein";1993;"ja";3;2
1198;70;"ja";2015;"nein";0;3
1459;102;"ja";1965;"ja";1;3
1383;88;"ja";2014;"ja";0;4
1436;92;"ja";2017;"nein";1;3
1760;103;"ja";2012;"nein";4;3
775;58;"ja";1912;"nein";3;2
827;67;"ja";1994;"nein";2;3
1221;50;"ja";1900;"ja";0;4
833;60;"ja";1907;"nein";2;2
1564;134;"ja";1910;"ja";4;3
521;24;"nein";1960;"nein";1;3
964;78;"ja";1979;"nein";2;3
1809;119;"ja";1986;"ja";3;3
1861;106;"ja";2019;"nein";2;3
1144;60;"ja";2017;"ja";4;3
2349;123;"ja";2015;"ja";0;3
2627;140;"ja";2008;"ja";2;3
2038;126;"ja";1900;"ja";0;3
2114;153;"ja";1984;"ja";0;3
1424;95;"ja";1972;"nein";3;2
915;71;"ja";1997;"nein";1;2
1184;81;"ja";1979;"nein";2;3
814;68;"ja";1954;"nein";5;3
1152;94;"ja";1929;"ja";4;3
946;67;"nein";1972;"ja";1;3
861;83;"nein";1953;"nein";6;2
1796;94;"ja";2019;"nein";2;3
1053;103;"ja";1949;"ja";3;2
659;54;"nein";1960;"nein";2;2
1038;89;"ja";2003;"nein";5;2
1765;91;"nein";2015;"nein";0;3
647;71;"ja";1967;"nein";3;2
868;66;"ja";1973;"nein";1;3
828;53;"ja";1996;"ja";1;3
1442;79;"ja";2020;"nein";5;3
3431;125;"ja";2018;"ja";3;4
1785;115;"ja";2019;"nein";2;3
867;78;"ja";1969;"nein";3;2
1427;78;"ja";2011;"ja";1;3
660;56;"ja";1965;"nein";1;2
858;87;"ja";1925;"nein";2;2
913;53;"nein";1959;"nein";5;3
1635;97;"ja";1907;"ja";1;3
1290;79;"ja";2003;"nein";5;2
1088;87;"ja";2019;"nein";1;3
670;88;"nein";1972;"nein";0;2
1084;111;"ja";1958;"nein";1;2
1367;82;"ja";2014;"ja";0;4
684;63;"nein";1935;"ja";2;2
1397;111;"ja";1907;"ja";1;3
1215;102;"ja";1963;"nein";0;2
993;72;"ja";1966;"nein";0;2
548;31;"ja";1972;"ja";3;2
816;26;"nein";2020;"ja";0;3
919;60;"nein";1972;"nein";5;3
829;70;"ja";1955;"ja";4;2
1159;64;"nein";1959;"ja";1;2
601;52;"nein";1986;"nein";2;2
866;59;"nein";1920;"ja";4;2
791;63;"nein";1938;"nein";4;2
573;53;"ja";1972;"ja";3;2
1098;68;"ja";1994;"nein";2;3
1313;110;"ja";1972;"ja";3;3
591;33;"nein";1975;"ja";1;3
967;47;"nein";2018;"ja";1;3
840;75;"ja";1972;"ja";0;3
1460;134;"nein";1990;"nein";1;2
1139;76;"ja";1954;"nein";5;2
1723;121;"ja";2015;"nein";0;3
1378;100;"ja";1907;"ja";1;3
1803;113;"ja";2019;"nein";2;3
623;47;"nein";1960;"nein";1;3
1553;112;"ja";1957;"ja";3;2
903;75;"nein";1953;"nein";6;2
1366;88;"ja";1972;"nein";1;3
2074;115;"ja";2017;"ja";1;4
1001;71;"ja";1972;"nein";3;3
1028;74;"ja";1972;"nein";3;2
908;83;"ja";1902;"ja";0;2
1267;96;"nein";2016;"nein";3;3
1497;134;"ja";1959;"ja";0;2
1597;127;"nein";1990;"nein";1;2
1391;122;"nein";1904;"ja";1;2
2815;154;"ja";2014;"ja";0;4
1167;64;"nein";1956;"ja";4;3
1900;97;"nein";2014;"nein";0;3
1397;115;"ja";1972;"nein";3;2
479;35;"nein";1991;"ja";3;2
1045;64;"ja";2020;"nein";0;3
825;73;"ja";1997;"nein";1;2
2782;174;"ja";1908;"nein";2;3
970;59;"nein";1972;"nein";5;3
1594;98;"nein";2015;"ja";0;3
2096;125;"ja";2015;"ja";0;3
2186;136;"ja";2019;"nein";1;3
1484;108;"ja";1972;"nein";3;3
1672;115;"ja";2009;"nein";0;3
1078;78;"nein";1972;"ja";2;3
1059;77;"ja";1981;"nein";1;2
622;54;"ja";1954;"ja";2;3
972;72;"ja";1972;"ja";0;3
1518;105;"ja";2018;"nein";1;3
716;84;"nein";1972;"nein";0;2
1252;66;"nein";1956;"ja";4;3
1171;91;"ja";1983;"ja";2;3
1025;73;"ja";1989;"ja";2;3
836;59;"ja";1915;"nein";2;2
1472;115;"ja";1904;"nein";4;3
643;53;"ja";1959;"nein";4;2
2225;99;"nein";1987;"nein";1;4
1424;101;"ja";1972;"ja";3;3
2748;169;"ja";2012;"ja";0;3
492;38;"ja";1972;"nein";6;3
856;79;"ja";1972;"nein";4;3
510;33;"nein";1903;"nein";0;2
901;81;"ja";1902;"ja";0;2
1476;104;"ja";1972;"nein";3;3
1280;65;"ja";2017;"ja";0;4
969;66;"nein";1972;"nein";5;2
666;56;"ja";1954;"ja";2;3
1169;71;"nein";1936;"ja";3;2
3753;194;"ja";2016;"ja";6;4
991;55;"ja";1985;"ja";2;3
1215;119;"nein";1972;"nein";4;2
866;85;"ja";1962;"nein";1;2
1006;71;"ja";1972;"nein";3;3
916;67;"ja";1972;"ja";0;3
1115;76;"ja";1954;"nein";5;2
585;48;"ja";1954;"nein";2;2
1041;79;"ja";1912;"ja";4;3
890;83;"ja";1969;"nein";1;2
1224;73;"ja";2003;"nein";1;3
1495;108;"ja";2018;"nein";1;3
1203;57;"ja";1950;"ja";1;3
1121;80;"nein";1936;"ja";3;2
791;49;"ja";2012;"ja";4;3
700;65;"ja";1965;"nein";1;2
1563;123;"ja";1930;"ja";0;3
1257;79;"ja";2011;"ja";1;3
968;61;"ja";2018;"ja";1;3
1187;92;"ja";1985;"ja";1;2
871;82;"nein";1903;"nein";2;2
1584;119;"ja";2019;"nein";1;3
1140;56;"ja";2018;"ja";6;3
1626;114;"ja";2009;"nein";0;3
1483;115;"ja";1905;"ja";1;3
843;65;"nein";1951;"nein";0;3
958;67;"ja";1994;"nein";2;3
790;66;"ja";1972;"nein";4;2
641;59;"ja";1954;"ja";2;3
640;39;"ja";1955;"ja";1;2
547;40;"ja";1972;"nein";6;3
1545;100;"nein";1930;"ja";3;2
828;63;"ja";1960;"nein";4;3
1385;84;"ja";2014;"ja";0;4
916;88;"ja";1925;"nein";2;2
993;61;"ja";2020;"nein";0;3
755;51;"nein";1950;"nein";4;2
797;73;"ja";1955;"ja";4;2
1858;111;"ja";2014;"ja";2;3
525;21;"nein";1957;"ja";5;3
810;71;"ja";1955;"ja";4;2
1164;84;"ja";2012;"nein";0;3
1777;101;"ja";2010;"nein";0;3
922;75;"ja";1995;"ja";3;3
837;69;"ja";1980;"nein";1;1
1117;99;"ja";1929;"ja";4;3
802;86;"nein";1903;"nein";2;2
1102;38;"ja";2020;"ja";0;3
983;69;"nein";1972;"ja";1;3
1346;83;"ja";2014;"ja";0;4
1700;113;"ja";2019;"nein";2;3
551;40;"nein";1972;"nein";4;2
724;60;"ja";1972;"nein";4;2
749;59;"ja";1954;"ja";2;3
779;61;"nein";1951;"nein";0;3
695;43;"ja";1940;"nein";0;2
756;56;"nein";1954;"ja";2;2
3063;248;"ja";1951;"nein";2;3
906;47;"ja";2018;"ja";0;3
1151;84;"ja";1972;"nein";2;3
1042;75;"nein";1936;"ja";3;2
1051;66;"ja";2020;"nein";1;3
2178;107;"nein";1972;"nein";3;3
1571;94;"ja";1956;"nein";3;3
851;72;"ja";1978;"nein";1;3
517;40;"nein";1963;"nein";0;2
785;82;"nein";1972;"ja";1;2
794;53;"ja";1899;"ja";0;3
1204;85;"ja";2001;"nein";3;3
789;60;"ja";1976;"ja";3;3
867;72;"ja";1956;"nein";3;2
710;78;"ja";1954;"nein";3;2
1136;82;"ja";1910;"ja";3;3
716;60;"nein";1921;"nein";1;3
1132;70;"ja";2002;"ja";0;3
1187;60;"ja";2016;"ja";1;4
876;77;"ja";1912;"ja";4;3
558;26;"ja";1972;"ja";1;2
2099;143;"ja";1992;"ja";2;3
1266;75;"ja";2015;"nein";0;3
1509;136;"ja";1980;"ja";0;2
1310;96;"ja";1965;"nein";2;3
1190;74;"ja";2002;"ja";0;3
1348;82;"ja";2001;"nein";3;3
741;64;"ja";1970;"nein";0;3
1329;70;"ja";2015;"nein";0;3
1089;87;"ja";1967;"nein";1;2
818;45;"ja";2012;"ja";4;3
735;68;"ja";1978;"nein";1;3
1053;69;"ja";1954;"nein";5;3
2698;165;"ja";2012;"ja";0;3
876;73;"nein";1954;"nein";4;2
