"Item_Number","Set_Name","Price","Pieces","Theme","Size"
"40348","Birthday Clown",9.99,150,"BrickHeadz","Small"
"40349","Valentine's Puppy",9.99,147,"BrickHeadz","Small"
"40354","Dragon Dance Guy",9.99,170,"BrickHeadz","Small"
"40367","Lady Liberty",9.99,153,"BrickHeadz","Small"
"40380","Easter Sheep",9.99,192,"BrickHeadz","Small"
"40383","Wedding Bride",12.99,306,"BrickHeadz","Small"
"40384","Wedding Groom",12.99,255,"BrickHeadz","Small"
"10402","Fun Future",9.99,186,"Classic","Small"
"10933","Tower Crane & Construction",129.99,123,"DUPLO","Large"
"70833","Lucy's Builder Box!",29.99,141,"THE LEGO MOVIE 2","Small"
"70832","Emmet's Builder Box!",29.99,125,"THE LEGO MOVIE 2","Small"
"76109","Quantum Realm Explorers",19.99,200,"Marvel","Small"
"43183","Moana's Island Home",29.99,202,"Disney","Small"
"60230","People Pack - Space Research and Development",39.99,209,"City","Small"
"71718","Wu's Battle Dragon",19.99,321,"NINJAGO","Small"
"76167","Iron Man Armory",29.99,258,"Marvel","Small"
"10717","Bricks Bricks Bricks",59.99,1500,"Classic","Small"
"41611","Marty McFly & Doc Brown",19.99,240,"BrickHeadz","Small"
"40289","Diagon Alley",19.99,374,"Harry Potter","Small"
"75931","Dilophosaurus Outpost Attack",39.99,289,"Jurassic World","Small"
"41621","Ron Weasley & Albus Dumbledore",19.99,245,"BrickHeadz","Small"
"40333","Battle of Hoth - 20th Anniversary Edition",14.99,195,"Star Wars","Small"
"40378","Goofy & Pluto",14.99,214,"Disney","Small"
"43182","Mulan's Training Grounds",29.99,157,"Disney","Small"
"41373","Funny Octopus Ride",39.99,324,"Friends","Small"
"75232","Kylo Ren & Sith Trooper",19.99,240,"Star Wars","Small"
"41614","Owen & Blue",19.99,234,"BrickHeadz","Small"
"76162","Black Widow's Helicopter Chase",29.99,271,"Marvel","Small"
"76163","Venom Crawler",29.99,413,"Marvel","Small"
"75283","Armored Assault Tank (AAT)",39.99,286,"Star Wars","Small"
"76127","Captain Marvel and The Skrull Attack",29.99,307,"Marvel","Small"
"40274","Mr. & Mrs. Claus",19.99,341,"BrickHeadz","Small"
"40407","Death Star II Battle",14.99,235,"Star Wars","Small"
"75280","501st Legion Clone Troopers",29.99,285,"Star Wars","Small"
"75203","Hoth Medical Chamber",29.99,255,"Star Wars","Small"
"75204","Sandspeeder",29.99,278,"Star Wars","Small"
"11003","Bricks and Eyes",29.99,451,"Classic","Small"
"41398","Stephanie's House",39.99,170,"Friends","Small"
"70842","Emmet's Triple-Decker Couch Mech",29.99,312,"THE LEGO MOVIE 2","Small"
"71717","Journey to the Skull Dungeons",29.99,401,"NINJAGO","Small"
"75294","Bespin Duel",39.99,295,"Star Wars","Small"
"80006","White Dragon Horse Bike",34.99,259,"Monkie Kid","Small"
"40353","Reindeer, Elf and Elfie",19.99,281,"BrickHeadz","Small"
"71703","Storm Fighter Battle",29.99,165,"NINJAGO","Small"
"11011","Bricks and Animals",59.99,1500,"Classic","Small"
"41350","Spinning Brushes Car Wash",29.99,325,"Friends","Small"
"60260","Air Race",39.99,140,"City","Small"
"11009","Bricks and Lights",29.99,441,"Classic","Small"
"75956","Quidditch Match",39.99,500,"Harry Potter","Small"
"80007","Iron Bull Tank",49.99,430,"Monkie Kid","Small"
"41256","Rainbow Caterbus",39.99,395,"Trolls World Tour","Small"
"71704","Kai Fighter",39.99,513,"NINJAGO","Small"
"75932","Jurassic Park Velociraptor Chase",39.99,360,"Jurassic World","Small"
"10263","Winter Village Fire Station",99.99,1166,"Creator Expert","Small"
"71720","Fire Stone Mech",69.99,968,"NINJAGO","Small"
"75291","Death Star Final Duel",99.99,775,"Star Wars","Small"
"75293","Resistance I-TS Transport",99.99,932,"Star Wars","Small"
"11717","Bricks Bricks Plates",69.99,1504,"Classic","Small"
"75274","TIE Fighter Pilot",59.99,724,"Star Wars","Small"
"75979","Hedwig",39.99,630,"Harry Potter","Small"
"31078","Tree House Treasures",29.99,260,"Creator 3-in-1","Small"
"80008","Monkie Kid's Cloud Jet",59.99,390,"Monkie Kid","Small"
"71719","Zane's Mino Creature",49.99,616,"NINJAGO","Small"
"10262","James Bond Aston Martin DB5",149.99,1295,"Creator Expert","Small"
"75980","Attack on The Burrow",99.99,1047,"Harry Potter","Small"
"60270","Police Brick Box",39.99,301,"City","Small"
"31098","Outback Cabin",29.99,305,"Creator 3-in-1","Small"
"80010","Demon Bull King",89.99,585,"Monkie Kid","Small"
"71721","Skull Sorcerer's Dragon",79.99,1016,"NINJAGO","Small"
"41258","Vibe City Concert",59.99,494,"Trolls World Tour","Small"
"41432","Alpaca Mountain Jungle Rescue",59.99,512,"Friends","Small"
"80009","Pigsy's Food Truck",69.99,455,"Monkie Kid","Small"
"42112","Concrete Mixer Truck",119.99,1163,"Technic","Small"
"41431","Heartlake City Brick Box",39.99,321,"Friends","Small"
"75181","Y-wing Starfighter",199.99,1967,"Star Wars","Small"
"43179","Mickey Mouse and Minnie Mouse",179.99,1739,"Disney","Small"
"80011","Red Son's Inferno Truck",119.99,1111,"Monkie Kid","Small"
"71722","Skull Sorcerer's Dungeons",99.99,1171,"NINJAGO","Small"
"80012","Monkey King Warrior Mech",149.99,975,"Monkie Kid","Small"
"10273","Haunted House",249.99,3231,"Creator Expert","Small"
"71705","Destiny's Bounty",129.99,1781,"NINJAGO","Small"
"60203","Ski Resort",89.99,806,"City","Small"
"71044","Disney Train and Station",329.99,2925,"Powered UP","Small"
"76139","1989 Batmobile",249.99,3306,"Batman","Small"
"21318","Tree House",199.99,3036,"Ideas","Small"
"70840","Welcome to Apocalypseburg!",299.99,3178,"THE LEGO MOVIE 2","Small"
"75936","Jurassic Park: T. rex Rampage",249.99,3120,"Jurassic World","Small"
"80013","Monkie Kid's Team Secret HQ",169.99,1105,"Monkie Kid","Small"
"21323","Grand Piano",349.99,3662,"Ideas","Small"
"42115","Lamborghini Sián FKP 37",379.99,3696,"Technic","Small"
"30342","Lamborghini Huracán Super Trofeo EVO",4.99,70,"Speed Champions","Small"
"31199","Marvel Studios Iron Man",119.99,3167,"LEGO Art","Small"
"40309","Food Accessories",3.99,30,"Xtra","Small"
"40310","Botanical Accessories",3.99,24,"Xtra","Small"
"40313","Bicycles",3.99,21,"Xtra","Small"
"40341","Sea Accessories",3.99,24,"Xtra","Small"
"40381","Monkey King",9.99,175,"BrickHeadz","Small"
"40386","Batman",19.99,115,"LEGO Brick Sketches","Small"
"40391","First Order Stormtrooper",19.99,151,"Star Wars","Small"
"40412","Hagrid & Buckbeak",19.99,270,"Harry Potter","Small"
"40422","Frankenstein",9.99,108,"BrickHeadz","Small"
"40428","The Joker",19.99,170,"LEGO Brick Sketches","Small"
"40431","BB-8",19.99,171,"Star Wars","Small"
"41420","Friends Advent Calendar",29.99,236,"Friends","Small"
"45025","Coding Express",198.95,234,"LEGO Education","Small"
"45026","Tubes",139.95,150,"LEGO Education","Small"
"45028","My XL World",239.95,480,"LEGO Education","Small"
"45680","Expansion Set",99.95,603,"LEGO Education","Small"
"60268","City Advent Calendar",29.99,342,"City","Small"
"60271","Main Square",199.99,1517,"City","Small"
"71361","Paragoomba",4.99,23,"LEGO Super Mario","Small"
"71374","Nintendo Entertainment System",229.99,2646,"LEGO Super Mario","Small"
"71377","King Boo and the Haunted Yard",49.99,431,"LEGO Super Mario","Small"
"75279","Star Wars Advent Calendar",39.99,311,"Star Wars","Small"
"75290","Mos Eisley Cantina",349.99,3187,"Star Wars","Small"
"75978","Diagon Alley",399.99,5544,"Harry Potter","Small"
"75981","Harry Potter Advent Calendar",39.99,335,"Harry Potter","Small"
"77906","Wonder Woman",39.99,255,"DC","Small"
"80014","Sandy's Speedboat",59.99,394,"Monkie Kid","Small"
"80015","Monkie Kid's Cloud Roadster",69.99,659,"Monkie Kid","Small"
"80016","The Flaming Foundry",139.99,1427,"Monkie Kid","Small"
"88005","Headlight Set",9.99,1,"Powered UP","Small"
"88006","Boost Hub",79.99,1,"Powered UP","Small"
"88007","Distance Sensor",13.99,1,"Powered UP","Small"
"88008","Motor",16.99,1,"Powered UP","Small"
"88009","Hub",49.99,1,"Powered UP","Small"
"88010","Remote Control",22.99,1,"Powered UP","Small"
"88011","Train motor",13.99,7,"Powered UP","Small"
"88012","Technic Hub",89.99,1,"Powered UP","Small"
"88013","Technic Large Motor",39.99,1,"Powered UP","Small"
"88014","Technic XL Motor",39.99,1,"Powered UP","Small"
"41900","Rainbow Bracelet",4.99,33,"DOTS","Small"
"43187","Rapunzel's Tower",59.99,369,"Disney","Small"
"43188","Aurora's Forest Cottage",39.99,300,"Disney","Small"
"45678","SPIKE Prime Set",329.95,528,"LEGO Education","Small"
"71367","Mario's House & Yoshi",29.99,205,"LEGO Super Mario","Small"
"71368","Toad's Treasure Hunt",69.99,464,"LEGO Super Mario","Small"
"71369","Bowser's Castle Boss Battle",99.99,1010,"LEGO Super Mario","Small"
"71371","Propeller Mario Power-Up Pack",9.99,13,"LEGO Super Mario","Small"
